issue_id,issue_desc,issue_impact,issue_help,issue_url,issue_name,issue_filter,issue_overall_impact,issue_note_overall_impact_hdv,issue_severity,issue_data_related,issue_data_related_rule,issue_pour_category,issue_wcag_level,issue_difficulty_to_fix,issue_missing_label_related,resource_category,violations,passes,total_checks
form-field-multiple-labels,Ensures form field does not have multiple label elements,,Form field must not have multiple label elements,https://dequeuniversity.com/rules/axe/4.9/form-field-multiple-labels?application=playwright,Form Has Multiple Labels,,minor,,not severe,O,related to data filter/search,,A,Moderate,X,government,0,1186,1186
form-field-multiple-labels,Ensures form field does not have multiple label elements,,Form field must not have multiple label elements,https://dequeuniversity.com/rules/axe/4.9/form-field-multiple-labels?application=playwright,Form Has Multiple Labels,,minor,,not severe,O,related to data filter/search,,A,Moderate,X,journal,0,7955,7955
frame-focusable-content,Ensures <frame> and <iframe> elements with focusable content do not have tabindex=-1,,Frames with focusable content must not have tabindex=-1,https://dequeuniversity.com/rules/axe/4.9/frame-focusable-content?application=playwright,Frame Not Focusable,,moderate,,severe,O,related to any data aspects,,A,Moderate,X,data-portal,0,12,12
frame-focusable-content,Ensures <frame> and <iframe> elements with focusable content do not have tabindex=-1,,Frames with focusable content must not have tabindex=-1,https://dequeuniversity.com/rules/axe/4.9/frame-focusable-content?application=playwright,Frame Not Focusable,,moderate,,severe,O,related to any data aspects,,A,Moderate,X,government,2,0,2
frame-focusable-content,Ensures <frame> and <iframe> elements with focusable content do not have tabindex=-1,,Frames with focusable content must not have tabindex=-1,https://dequeuniversity.com/rules/axe/4.9/frame-focusable-content?application=playwright,Frame Not Focusable,,moderate,,severe,O,related to any data aspects,,A,Moderate,X,journal,1,0,1
frame-tested,Ensures <iframe> and <frame> elements contain the axe-core script,,Frames should be tested with axe-core,https://dequeuniversity.com/rules/axe/4.9/frame-tested?application=playwright,-,O,,,,,,,,,,data-portal,0,740,740
frame-tested,Ensures <iframe> and <frame> elements contain the axe-core script,,Frames should be tested with axe-core,https://dequeuniversity.com/rules/axe/4.9/frame-tested?application=playwright,-,O,,,,,,,,,,government,0,235,235
frame-tested,Ensures <iframe> and <frame> elements contain the axe-core script,,Frames should be tested with axe-core,https://dequeuniversity.com/rules/axe/4.9/frame-tested?application=playwright,-,O,,,,,,,,,,journal,0,1442,1442
frame-title,Ensures <iframe> and <frame> elements have an accessible name,,Frames must have an accessible name,https://dequeuniversity.com/rules/axe/4.9/frame-title?application=playwright,,,,,,,,,,,,data-portal,507,217,724
frame-title,Ensures <iframe> and <frame> elements have an accessible name,,Frames must have an accessible name,https://dequeuniversity.com/rules/axe/4.9/frame-title?application=playwright,,,,,,,,,,,,government,56,179,235
frame-title,Ensures <iframe> and <frame> elements have an accessible name,,Frames must have an accessible name,https://dequeuniversity.com/rules/axe/4.9/frame-title?application=playwright,,,,,,,,,,,,journal,465,974,1439
frame-title-unique,Ensures <iframe> and <frame> elements contain a unique title attribute,,Frames must have a unique title attribute,https://dequeuniversity.com/rules/axe/4.9/frame-title-unique?application=playwright,Frame With Error (duplicated title),,moderate,,not severe,O,related to any data aspects,,A,Moderate,X,data-portal,0,178,178
frame-title-unique,Ensures <iframe> and <frame> elements contain a unique title attribute,,Frames must have a unique title attribute,https://dequeuniversity.com/rules/axe/4.9/frame-title-unique?application=playwright,Frame With Error (duplicated title),,moderate,,not severe,O,related to any data aspects,,A,Moderate,X,government,0,145,145
frame-title-unique,Ensures <iframe> and <frame> elements contain a unique title attribute,,Frames must have a unique title attribute,https://dequeuniversity.com/rules/axe/4.9/frame-title-unique?application=playwright,Frame With Error (duplicated title),,moderate,,not severe,O,related to any data aspects,,A,Moderate,X,journal,0,747,747
heading-order,Ensures the order of headings is semantically correct,,Heading levels should only increase by one,https://dequeuniversity.com/rules/axe/4.9/heading-order?application=playwright,Heading Has Bad Structure (order),,moderate,,not severe,X,likely not directly related to data itself,,A,Difficult,X,data-portal,1293,18033,19326
heading-order,Ensures the order of headings is semantically correct,,Heading levels should only increase by one,https://dequeuniversity.com/rules/axe/4.9/heading-order?application=playwright,Heading Has Bad Structure (order),,moderate,,not severe,X,likely not directly related to data itself,,A,Difficult,X,government,392,10066,10458
heading-order,Ensures the order of headings is semantically correct,,Heading levels should only increase by one,https://dequeuniversity.com/rules/axe/4.9/heading-order?application=playwright,Heading Has Bad Structure (order),,moderate,,not severe,X,likely not directly related to data itself,,A,Difficult,X,journal,2417,70518,72935
html-has-lang,Ensures every HTML document has a lang attribute,,<html> element must have a lang attribute,https://dequeuniversity.com/rules/axe/4.9/html-has-lang?application=playwright,Lang Is Missing,,moderate,,severe,O,related to any data aspects,,A,Moderate,X,data-portal,1521,1593,3114
html-has-lang,Ensures every HTML document has a lang attribute,,<html> element must have a lang attribute,https://dequeuniversity.com/rules/axe/4.9/html-has-lang?application=playwright,Lang Is Missing,,moderate,,severe,O,related to any data aspects,,A,Moderate,X,government,81,771,852
html-has-lang,Ensures every HTML document has a lang attribute,,<html> element must have a lang attribute,https://dequeuniversity.com/rules/axe/4.9/html-has-lang?application=playwright,Lang Is Missing,,moderate,,severe,O,related to any data aspects,,A,Moderate,X,journal,881,4217,5098
html-lang-valid,Ensures the lang attribute of the <html> element has a valid value,,<html> element must have a valid value for the lang attribute,https://dequeuniversity.com/rules/axe/4.9/html-lang-valid?application=playwright,Lang With Error (invalid),,moderate,,severe,O,related to any data aspects,,A,Moderate,X,data-portal,23,1904,1927
html-lang-valid,Ensures the lang attribute of the <html> element has a valid value,,<html> element must have a valid value for the lang attribute,https://dequeuniversity.com/rules/axe/4.9/html-lang-valid?application=playwright,Lang With Error (invalid),,moderate,,severe,O,related to any data aspects,,A,Moderate,X,government,0,955,955
html-lang-valid,Ensures the lang attribute of the <html> element has a valid value,,<html> element must have a valid value for the lang attribute,https://dequeuniversity.com/rules/axe/4.9/html-lang-valid?application=playwright,Lang With Error (invalid),,moderate,,severe,O,related to any data aspects,,A,Moderate,X,journal,35,4859,4894
html-xml-lang-mismatch,Ensure that HTML elements with both valid lang and xml:lang attributes agree on the base language of the page,,HTML elements with lang and xml:lang must have the same base language,https://dequeuniversity.com/rules/axe/4.9/html-xml-lang-mismatch?application=playwright,Lang with Error (conflicting language),,moderate,,severe,O,related to any data aspects,,A,Moderate,X,data-portal,0,180,180
html-xml-lang-mismatch,Ensure that HTML elements with both valid lang and xml:lang attributes agree on the base language of the page,,HTML elements with lang and xml:lang must have the same base language,https://dequeuniversity.com/rules/axe/4.9/html-xml-lang-mismatch?application=playwright,Lang with Error (conflicting language),,moderate,,severe,O,related to any data aspects,,A,Moderate,X,government,0,26,26
html-xml-lang-mismatch,Ensure that HTML elements with both valid lang and xml:lang attributes agree on the base language of the page,,HTML elements with lang and xml:lang must have the same base language,https://dequeuniversity.com/rules/axe/4.9/html-xml-lang-mismatch?application=playwright,Lang with Error (conflicting language),,moderate,,severe,O,related to any data aspects,,A,Moderate,X,journal,1,900,901
image-alt,Ensures <img> elements have alternate text or a role of none or presentation,,Images must have alternate text,https://dequeuniversity.com/rules/axe/4.9/image-alt?application=playwright,Image Has No Label,,critical,,severe,O,related to any data aspects,,A,Difficult,O,data-portal,10850,14313,25163
image-alt,Ensures <img> elements have alternate text or a role of none or presentation,,Images must have alternate text,https://dequeuniversity.com/rules/axe/4.9/image-alt?application=playwright,Image Has No Label,,critical,,severe,O,related to any data aspects,,A,Difficult,O,government,425,9633,10058
image-alt,Ensures <img> elements have alternate text or a role of none or presentation,,Images must have alternate text,https://dequeuniversity.com/rules/axe/4.9/image-alt?application=playwright,Image Has No Label,,critical,,severe,O,related to any data aspects,,A,Difficult,O,journal,17579,53705,71284
image-redundant-alt,Ensure image alternative is not repeated as text,,Alternative text of images should not be repeated as text,https://dequeuniversity.com/rules/axe/4.9/image-redundant-alt?application=playwright,Image Has Duplicated Label,,minor,,not severe,X,-,,,Easy,X,data-portal,113,25050,25163
image-redundant-alt,Ensure image alternative is not repeated as text,,Alternative text of images should not be repeated as text,https://dequeuniversity.com/rules/axe/4.9/image-redundant-alt?application=playwright,Image Has Duplicated Label,,minor,,not severe,X,-,,,Easy,X,government,120,9938,10058
image-redundant-alt,Ensure image alternative is not repeated as text,,Alternative text of images should not be repeated as text,https://dequeuniversity.com/rules/axe/4.9/image-redundant-alt?application=playwright,Image Has Duplicated Label,,minor,,not severe,X,-,,,Easy,X,journal,1016,70044,71060
input-button-name,Ensures input buttons have discernible text,,Input buttons must have discernible text,https://dequeuniversity.com/rules/axe/4.9/input-button-name?application=playwright,Form Button Has No Label,,critical,,severe,O,related to data filter/search,,A,Difficult,O,data-portal,29,1293,1322
input-button-name,Ensures input buttons have discernible text,,Input buttons must have discernible text,https://dequeuniversity.com/rules/axe/4.9/input-button-name?application=playwright,Form Button Has No Label,,critical,,severe,O,related to data filter/search,,A,Difficult,O,government,2,227,229
input-button-name,Ensures input buttons have discernible text,,Input buttons must have discernible text,https://dequeuniversity.com/rules/axe/4.9/input-button-name?application=playwright,Form Button Has No Label,,critical,,severe,O,related to data filter/search,,A,Difficult,O,journal,233,1867,2100
input-image-alt,"Ensures <input type=image""> elements have alternate text""",,Image buttons must have alternate text,https://dequeuniversity.com/rules/axe/4.9/input-image-alt?application=playwright,Image Button Has No Label,,critical,,severe,O,related to data filter/search,,A,Difficult,O,data-portal,22,63,85
input-image-alt,"Ensures <input type=image""> elements have alternate text""",,Image buttons must have alternate text,https://dequeuniversity.com/rules/axe/4.9/input-image-alt?application=playwright,Image Button Has No Label,,critical,,severe,O,related to data filter/search,,A,Difficult,O,government,0,14,14
input-image-alt,"Ensures <input type=image""> elements have alternate text""",,Image buttons must have alternate text,https://dequeuniversity.com/rules/axe/4.9/input-image-alt?application=playwright,Image Button Has No Label,,critical,,severe,O,related to data filter/search,,A,Difficult,O,journal,57,75,132
label,Ensures every form element has a label,,Form elements must have labels,https://dequeuniversity.com/rules/axe/4.9/label?application=playwright,,,,,,,,,,,,data-portal,2749,3530,6279
label,Ensures every form element has a label,,Form elements must have labels,https://dequeuniversity.com/rules/axe/4.9/label?application=playwright,,,,,,,,,,,,government,45,1016,1061
label,Ensures every form element has a label,,Form elements must have labels,https://dequeuniversity.com/rules/axe/4.9/label?application=playwright,,,,,,,,,,,,journal,1591,5637,7228
label-title-only,"Ensures that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes",serious,Form elements should have a visible label,https://dequeuniversity.com/rules/axe/4.9/label-title-only?application=playwright,,,,,,,,,,,,data-portal,220,7183,7403
label-title-only,"Ensures that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes",serious,Form elements should have a visible label,https://dequeuniversity.com/rules/axe/4.9/label-title-only?application=playwright,,,,,,,,,,,,government,47,1151,1198
label-title-only,"Ensures that every form element has a visible label and is not solely labeled using hidden labels, or the title or aria-describedby attributes",serious,Form elements should have a visible label,https://dequeuniversity.com/rules/axe/4.9/label-title-only?application=playwright,,,,,,,,,,,,journal,328,7682,8010
landmark-banner-is-top-level,Ensures the banner landmark is at top level,,Banner landmark should not be contained in another landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-banner-is-top-level?application=playwright,Landmark Has Bad Structure (banner not at root),,moderate,,not severe,X,likely not directly related to data itself,,,Difficult,X,data-portal,17,1020,1037
landmark-banner-is-top-level,Ensures the banner landmark is at top level,,Banner landmark should not be contained in another landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-banner-is-top-level?application=playwright,Landmark Has Bad Structure (banner not at root),,moderate,,not severe,X,likely not directly related to data itself,,,Difficult,X,government,57,759,816
landmark-banner-is-top-level,Ensures the banner landmark is at top level,,Banner landmark should not be contained in another landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-banner-is-top-level?application=playwright,Landmark Has Bad Structure (banner not at root),,moderate,,not severe,X,likely not directly related to data itself,,,Difficult,X,journal,34,3654,3688
landmark-complementary-is-top-level,Ensures the complementary landmark or aside is at top level,moderate,Aside should not be contained in another landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-complementary-is-top-level?application=playwright,Landmark Has Bas Structure (nested),,moderate,,severe,O,related to any data aspects,,,Difficult,X,data-portal,97,204,301
landmark-complementary-is-top-level,Ensures the complementary landmark or aside is at top level,moderate,Aside should not be contained in another landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-complementary-is-top-level?application=playwright,Landmark Has Bas Structure (nested),,moderate,,severe,O,related to any data aspects,,,Difficult,X,government,40,178,218
landmark-complementary-is-top-level,Ensures the complementary landmark or aside is at top level,moderate,Aside should not be contained in another landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-complementary-is-top-level?application=playwright,Landmark Has Bas Structure (nested),,moderate,,severe,O,related to any data aspects,,,Difficult,X,journal,556,3547,4103
landmark-contentinfo-is-top-level,Ensures the contentinfo landmark is at top level,,Contentinfo landmark should not be contained in another landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-contentinfo-is-top-level?application=playwright,Landmark Has Bad Structure (contentinfo not at root),,minor,,not severe,X,"it is a footer, so likely not directly related to data itself",,,Moderate,X,data-portal,16,1104,1120
landmark-contentinfo-is-top-level,Ensures the contentinfo landmark is at top level,,Contentinfo landmark should not be contained in another landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-contentinfo-is-top-level?application=playwright,Landmark Has Bad Structure (contentinfo not at root),,minor,,not severe,X,"it is a footer, so likely not directly related to data itself",,,Moderate,X,government,37,702,739
landmark-contentinfo-is-top-level,Ensures the contentinfo landmark is at top level,,Contentinfo landmark should not be contained in another landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-contentinfo-is-top-level?application=playwright,Landmark Has Bad Structure (contentinfo not at root),,minor,,not severe,X,"it is a footer, so likely not directly related to data itself",,,Moderate,X,journal,444,3603,4047
landmark-main-is-top-level,Ensures the main landmark is at top level,,Main landmark should not be contained in another landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-main-is-top-level?application=playwright,Landmark Has Bad Structure (main not at root),,moderate,,not severe,O,related to any data aspects,,,Difficult,X,data-portal,25,615,640
landmark-main-is-top-level,Ensures the main landmark is at top level,,Main landmark should not be contained in another landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-main-is-top-level?application=playwright,Landmark Has Bad Structure (main not at root),,moderate,,not severe,O,related to any data aspects,,,Difficult,X,government,26,605,631
landmark-main-is-top-level,Ensures the main landmark is at top level,,Main landmark should not be contained in another landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-main-is-top-level?application=playwright,Landmark Has Bad Structure (main not at root),,moderate,,not severe,O,related to any data aspects,,,Difficult,X,journal,29,2887,2916
landmark-no-duplicate-banner,Ensures the document has at most one banner landmark,,Document should not have more than one banner landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-no-duplicate-banner?application=playwright,Landmark Has Bad Structure (duplicated banner),,minor,,not severe,X,-,,,Moderate,X,data-portal,77,927,1004
landmark-no-duplicate-banner,Ensures the document has at most one banner landmark,,Document should not have more than one banner landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-no-duplicate-banner?application=playwright,Landmark Has Bad Structure (duplicated banner),,minor,,not severe,X,-,,,Moderate,X,government,136,556,692
landmark-no-duplicate-banner,Ensures the document has at most one banner landmark,,Document should not have more than one banner landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-no-duplicate-banner?application=playwright,Landmark Has Bad Structure (duplicated banner),,minor,,not severe,X,-,,,Moderate,X,journal,296,3175,3471
landmark-no-duplicate-contentinfo,Ensures the document has at most one contentinfo landmark,,Document should not have more than one contentinfo landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-no-duplicate-contentinfo?application=playwright,Landmark Has Bad Structure (duplicated contentinfo),,minor,,not severe,X,-,,,Moderate,X,data-portal,22,1127,1149
landmark-no-duplicate-contentinfo,Ensures the document has at most one contentinfo landmark,,Document should not have more than one contentinfo landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-no-duplicate-contentinfo?application=playwright,Landmark Has Bad Structure (duplicated contentinfo),,minor,,not severe,X,-,,,Moderate,X,government,29,674,703
landmark-no-duplicate-contentinfo,Ensures the document has at most one contentinfo landmark,,Document should not have more than one contentinfo landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-no-duplicate-contentinfo?application=playwright,Landmark Has Bad Structure (duplicated contentinfo),,minor,,not severe,X,-,,,Moderate,X,journal,475,3125,3600
landmark-no-duplicate-main,Ensures the document has at most one main landmark,,Document should not have more than one main landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-no-duplicate-main?application=playwright,Landmark Has Bad Structure (duplicates),,moderate,,not severe,O,related to any data aspects,,,Difficult,X,data-portal,16,593,609
landmark-no-duplicate-main,Ensures the document has at most one main landmark,,Document should not have more than one main landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-no-duplicate-main?application=playwright,Landmark Has Bad Structure (duplicates),,moderate,,not severe,O,related to any data aspects,,,Difficult,X,government,22,586,608
landmark-no-duplicate-main,Ensures the document has at most one main landmark,,Document should not have more than one main landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-no-duplicate-main?application=playwright,Landmark Has Bad Structure (duplicates),,moderate,,not severe,O,related to any data aspects,,,Difficult,X,journal,40,2835,2875
landmark-one-main,Ensures the document has a main landmark,moderate,Document should have one main landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-one-main?application=playwright,Landmark Has Bad Structure (multiple main),,moderate,,severe,O,related to any data aspects,,,Difficult,X,data-portal,2781,1073,3854
landmark-one-main,Ensures the document has a main landmark,moderate,Document should have one main landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-one-main?application=playwright,Landmark Has Bad Structure (multiple main),,moderate,,severe,O,related to any data aspects,,,Difficult,X,government,255,832,1087
landmark-one-main,Ensures the document has a main landmark,moderate,Document should have one main landmark,https://dequeuniversity.com/rules/axe/4.9/landmark-one-main?application=playwright,Landmark Has Bad Structure (multiple main),,moderate,,severe,O,related to any data aspects,,,Difficult,X,journal,2240,4300,6540
landmark-unique,Landmarks should have a unique role or role/label/title (i.e. accessible name) combination,moderate,Ensures landmarks are unique,https://dequeuniversity.com/rules/axe/4.9/landmark-unique?application=playwright,Landmark Has Bad Structure (duplicated),,moderate,,severe,O,related to any data aspects,,,Difficult,X,data-portal,461,4295,4756
landmark-unique,Landmarks should have a unique role or role/label/title (i.e. accessible name) combination,moderate,Ensures landmarks are unique,https://dequeuniversity.com/rules/axe/4.9/landmark-unique?application=playwright,Landmark Has Bad Structure (duplicated),,moderate,,severe,O,related to any data aspects,,,Difficult,X,government,374,4180,4554
landmark-unique,Landmarks should have a unique role or role/label/title (i.e. accessible name) combination,moderate,Ensures landmarks are unique,https://dequeuniversity.com/rules/axe/4.9/landmark-unique?application=playwright,Landmark Has Bad Structure (duplicated),,moderate,,severe,O,related to any data aspects,,,Difficult,X,journal,1910,21919,23829
link-in-text-block,Ensure links are distinguished from surrounding text in a way that does not rely on color,,Links must be distinguishable without relying on color,https://dequeuniversity.com/rules/axe/4.9/link-in-text-block?application=playwright,Link Not Clearly Visible,,moderate,,severe,O,related to data representations,,A,Moderate,X,data-portal,2669,9795,12464
link-in-text-block,Ensure links are distinguished from surrounding text in a way that does not rely on color,,Links must be distinguishable without relying on color,https://dequeuniversity.com/rules/axe/4.9/link-in-text-block?application=playwright,Link Not Clearly Visible,,moderate,,severe,O,related to data representations,,A,Moderate,X,government,147,1941,2088
link-in-text-block,Ensure links are distinguished from surrounding text in a way that does not rely on color,,Links must be distinguishable without relying on color,https://dequeuniversity.com/rules/axe/4.9/link-in-text-block?application=playwright,Link Not Clearly Visible,,moderate,,severe,O,related to data representations,,A,Moderate,X,journal,2856,18616,21472
link-name,Ensures links have discernible text,serious,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.9/link-name?application=playwright,Link Has No Label,,critical,,severe,O,related to data download,,A,Difficult,O,data-portal,7991,117756,125747
link-name,Ensures links have discernible text,serious,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.9/link-name?application=playwright,Link Has No Label,,critical,,severe,O,related to data download,,A,Difficult,O,government,722,45055,45777
link-name,Ensures links have discernible text,serious,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.9/link-name?application=playwright,Link Has No Label,,critical,,severe,O,related to data download,,A,Difficult,O,journal,23702,377399,401101
list,Ensures that lists are structured correctly,,"<ul> and <ol> must only directly contain <li>, <script> or <template> elements",https://dequeuniversity.com/rules/axe/4.9/list?application=playwright,List Has Bad Structure (li structure),,critical,,severe,O,related to data representations,,A,Difficult,X,data-portal,545,10219,10764
list,Ensures that lists are structured correctly,,"<ul> and <ol> must only directly contain <li>, <script> or <template> elements",https://dequeuniversity.com/rules/axe/4.9/list?application=playwright,List Has Bad Structure (li structure),,critical,,severe,O,related to data representations,,A,Difficult,X,government,112,5190,5302
list,Ensures that lists are structured correctly,,"<ul> and <ol> must only directly contain <li>, <script> or <template> elements",https://dequeuniversity.com/rules/axe/4.9/list?application=playwright,List Has Bad Structure (li structure),,critical,,severe,O,related to data representations,,A,Difficult,X,journal,873,51883,52756
listitem,Ensures <li> elements are used semantically,,<li> elements must be contained in a <ul> or <ol>,https://dequeuniversity.com/rules/axe/4.9/listitem?application=playwright,List Has Bad Structure (li missing),,critical,,severe,O,related to data representations,,A,Difficult,X,data-portal,1164,51064,52228
listitem,Ensures <li> elements are used semantically,,<li> elements must be contained in a <ul> or <ol>,https://dequeuniversity.com/rules/axe/4.9/listitem?application=playwright,List Has Bad Structure (li missing),,critical,,severe,O,related to data representations,,A,Difficult,X,government,310,24633,24943
listitem,Ensures <li> elements are used semantically,,<li> elements must be contained in a <ul> or <ol>,https://dequeuniversity.com/rules/axe/4.9/listitem?application=playwright,List Has Bad Structure (li missing),,critical,,severe,O,related to data representations,,A,Difficult,X,journal,3160,209812,212972
marquee,Ensures <marquee> elements are not used,serious,<marquee> elements are deprecated and must not be used,https://dequeuniversity.com/rules/axe/4.9/marquee?application=playwright,Marquee Is Used,,moderate,,severe,O,related to any data aspects,,A,Moderate,X,data-portal,56,3,59
marquee,Ensures <marquee> elements are not used,serious,<marquee> elements are deprecated and must not be used,https://dequeuniversity.com/rules/axe/4.9/marquee?application=playwright,Marquee Is Used,,moderate,,severe,O,related to any data aspects,,A,Moderate,X,journal,34,0,34
meta-refresh,"Ensures <meta http-equiv=refresh""> is not used for delayed refresh""",,Delayed refresh under 20 hours must not be used,https://dequeuniversity.com/rules/axe/4.9/meta-refresh?application=playwright,Should Not Refresh Through Meta,,moderate,,not severe,O,related to any data aspects,,A,Difficult,X,data-portal,9,3,12
meta-refresh,"Ensures <meta http-equiv=refresh""> is not used for delayed refresh""",,Delayed refresh under 20 hours must not be used,https://dequeuniversity.com/rules/axe/4.9/meta-refresh?application=playwright,Should Not Refresh Through Meta,,moderate,,not severe,O,related to any data aspects,,A,Difficult,X,government,1,0,1
meta-refresh,"Ensures <meta http-equiv=refresh""> is not used for delayed refresh""",,Delayed refresh under 20 hours must not be used,https://dequeuniversity.com/rules/axe/4.9/meta-refresh?application=playwright,Should Not Refresh Through Meta,,moderate,,not severe,O,related to any data aspects,,A,Difficult,X,journal,4,0,4
meta-viewport,"Ensures <meta name=viewport""> does not disable text scaling and zooming""",,Zooming and scaling must not be disabled,https://dequeuniversity.com/rules/axe/4.9/meta-viewport?application=playwright,Zoom Disabled,,minor,,severe,O,related to data representations,,,Easy,X,data-portal,241,1579,1820
meta-viewport,"Ensures <meta name=viewport""> does not disable text scaling and zooming""",,Zooming and scaling must not be disabled,https://dequeuniversity.com/rules/axe/4.9/meta-viewport?application=playwright,Zoom Disabled,,minor,,severe,O,related to data representations,,,Easy,X,government,34,765,799
meta-viewport,"Ensures <meta name=viewport""> does not disable text scaling and zooming""",,Zooming and scaling must not be disabled,https://dequeuniversity.com/rules/axe/4.9/meta-viewport?application=playwright,Zoom Disabled,,minor,,severe,O,related to data representations,,,Easy,X,journal,362,4152,4514
meta-viewport-large,"Ensures <meta name=viewport""> can scale a significant amount""",,Users should be able to zoom and scale the text up to 500%,https://dequeuniversity.com/rules/axe/4.9/meta-viewport-large?application=playwright,Zoom Limited,,minor,,severe,O,related to data representations,,,Easy,X,data-portal,13,1807,1820
meta-viewport-large,"Ensures <meta name=viewport""> can scale a significant amount""",,Users should be able to zoom and scale the text up to 500%,https://dequeuniversity.com/rules/axe/4.9/meta-viewport-large?application=playwright,Zoom Limited,,minor,,severe,O,related to data representations,,,Easy,X,government,4,795,799
meta-viewport-large,"Ensures <meta name=viewport""> can scale a significant amount""",,Users should be able to zoom and scale the text up to 500%,https://dequeuniversity.com/rules/axe/4.9/meta-viewport-large?application=playwright,Zoom Limited,,minor,,severe,O,related to data representations,,,Easy,X,journal,92,4422,4514
nested-interactive,Ensures interactive controls are not nested as they are not always announced by screen readers or can cause focus problems for assistive technologies,,Interactive controls must not be nested,https://dequeuniversity.com/rules/axe/4.9/nested-interactive?application=playwright,Nested Interaction Elements,,moderate,,severe,O,related to data filter/search,,A,Difficult,X,data-portal,325,124340,124665
nested-interactive,Ensures interactive controls are not nested as they are not always announced by screen readers or can cause focus problems for assistive technologies,,Interactive controls must not be nested,https://dequeuniversity.com/rules/axe/4.9/nested-interactive?application=playwright,Nested Interaction Elements,,moderate,,severe,O,related to data filter/search,,A,Difficult,X,government,120,19719,19839
nested-interactive,Ensures interactive controls are not nested as they are not always announced by screen readers or can cause focus problems for assistive technologies,,Interactive controls must not be nested,https://dequeuniversity.com/rules/axe/4.9/nested-interactive?application=playwright,Nested Interaction Elements,,moderate,,severe,O,related to data filter/search,,A,Difficult,X,journal,1323,123786,125109
no-autoplay-audio,Ensures <video> or <audio> elements do not autoplay audio for more than 3 seconds without a control mechanism to stop or mute the audio,,<video> or <audio> elements must not play automatically,https://dequeuniversity.com/rules/axe/4.9/no-autoplay-audio?application=playwright,Media Autoplay,,minor,,not severe,X,-,,A,Easy,X,data-portal,0,1,1
object-alt,Ensures <object> elements have alternate text,serious,<object> elements must have alternate text,https://dequeuniversity.com/rules/axe/4.9/object-alt?application=playwright,Object Has No Label,,critical,,severe,O,related to any data aspects,,A,Difficult,O,data-portal,35,7,42
object-alt,Ensures <object> elements have alternate text,serious,<object> elements must have alternate text,https://dequeuniversity.com/rules/axe/4.9/object-alt?application=playwright,Object Has No Label,,critical,,severe,O,related to any data aspects,,A,Difficult,O,government,4,1,5
object-alt,Ensures <object> elements have alternate text,serious,<object> elements must have alternate text,https://dequeuniversity.com/rules/axe/4.9/object-alt?application=playwright,Object Has No Label,,critical,,severe,O,related to any data aspects,,A,Difficult,O,journal,13,0,13
page-has-heading-one,"Ensure that the page, or at least one of its frames contains a level-one heading",,Page should contain a level-one heading,https://dequeuniversity.com/rules/axe/4.9/page-has-heading-one?application=playwright,Heading 1 Missing,,minor,,not severe,X,-,,A,Difficult,X,data-portal,1757,2097,3854
page-has-heading-one,"Ensure that the page, or at least one of its frames contains a level-one heading",,Page should contain a level-one heading,https://dequeuniversity.com/rules/axe/4.9/page-has-heading-one?application=playwright,Heading 1 Missing,,minor,,not severe,X,-,,A,Difficult,X,government,213,874,1087
page-has-heading-one,"Ensure that the page, or at least one of its frames contains a level-one heading",,Page should contain a level-one heading,https://dequeuniversity.com/rules/axe/4.9/page-has-heading-one?application=playwright,Heading 1 Missing,,minor,,not severe,X,-,,A,Difficult,X,journal,1092,5448,6540
presentation-role-conflict,Elements marked as presentational should not have global ARIA or tabindex to ensure all screen readers ignore them,,Ensure elements marked as presentational are consistently ignored,https://dequeuniversity.com/rules/axe/4.9/presentation-role-conflict?application=playwright,Presentation Should Be Ignored,,minor,,not severe,X,-,,,Easy,X,data-portal,132,3910,4042
